label,id,scenario,yr_pub,yr_data,if_jrnl,if_refer,if_pe,if_ge,model,wct_total,wct_food,wct_price,wct_ghg,wct_land,wct_iluc,if_focus,if_corn,if_coarse,if_ddgs,if_iluc,if_fuel,p_oil,if_lvstk,if_response,if_conven,if_broad,if_tax,if_other,if_cornonly,q0_ethnl,q1_ethnl,dq_ethnl,dq_ethnl_pct,dp_corn,dp_corn_pct,p0_corn,wct_fl,wct_fg,wct_fd,wct_ems,wct_fvg,wct_fog,if_food,wct_fvg2,if_dec,dp_corn_d,dp_corn_pct_d,dpc_pct_avg,dq_ethnl_d,dqe_sq,dqe_d_sq,pcqe_e,pcqe_se,pcqe,max_id,wi,n_model,max_model,wm,y,mt,pcqe_se_wm,pcqe_se_wmsum,pcqe_se_wmt,pcqe_e_wm,pcqe_e_wmsum,pcqe_e_wmt,dp_corn_pct_dwm,dp_corn_pct_dwmsum,dp_corn_pct_d_wmt,pcqe_wm,pcqe_wmsum,pcqe_wmt,model_upper,model_lower
"Babcock,_Bruce_A..Updated_assessment_of_the_drought’s_impacts_on_crop_prices_and_biofuel_production_2012",41,1,2012,2012,0,0,1,0,Babcock,2224,1,54,0,0,0,1,1,0,1,0,0,,0,0,0,1,0,0,0,11.5,13.3,1.8,.15652174,2.49,.34392264,7.2399998,,.04496403,.024730217,0,.024730217,,1,.00061158364,0,2.49,.34392264,.20677775,1.8,3.2399998,3.2399998,2.1972835,.19106814,1.3833333,3,.33333334,13,25,.039999999,4,35,.0076427255,1.4538637,.041538965,.08789134,13.568561,.38767317,.013756906,6.2011752,.17717643,.055333331,5.7900596,.16543028,2-PE,5-ShortRunPE
"Babcock,_Bruce_A..Ethanol_without_Subsidies:_An_Oxymoron_or_the_New_Reality?_2013",5,11,2013,2013,1,0,1,0,Babcock,4515,6,88,0,0,0,1,1,0,1,0,1,84,0,0,0,0,0,0,0,3.5799999,9.3000002,5.7199998,1.5977653,.94999999,.25956285,3.6600001,,.13289036,.020819491,0,.020819491,,1,.00043345121,0,.94999999,.25956285,.26883423,5.7199998,32.718399,32.718399,.16245368,.045378122,.16608392,16,.0625,14,25,.039999999,4,35,.0018151249,1.4538637,.041538965,.0064981473,13.568561,.38767317,.010382514,6.2011752,.17717643,.0066433568,5.7900596,.16543028,2-PE,5-ShortRunPE
"Babcock,_Bruce_A..Ethanol_without_Subsidies:_An_Oxymoron_or_the_New_Reality?_2013",5,7,2013,2013,1,0,1,0,Babcock,4515,6,88,0,0,0,1,1,0,1,0,1,84,0,0,0,0,0,0,0,11.95,14.1,2.1500001,.17991632,.68000001,.13333334,5.0999999,,.13289036,.020819491,0,.020819491,,1,.00043345121,0,.68000001,.13333334,.26883423,2.1500001,4.6225004,4.6225004,.74108529,.062015504,.31627905,16,.0625,15,25,.039999999,4,35,.0024806201,1.4538637,.041538965,.029643411,13.568561,.38767317,.0053333333,6.2011752,.17717643,.012651162,5.7900596,.16543028,2-PE,5-ShortRunPE
"Babcock,_Bruce_A..Ethanol_without_Subsidies:_An_Oxymoron_or_the_New_Reality?_2013",5,4,2013,2013,1,0,1,0,Babcock,4515,6,88,0,0,0,1,1,0,1,0,1,84,0,0,0,0,0,0,0,12.55,13.75,1.2,.095617533,.28999999,.060165975,4.8200002,,.13289036,.020819491,0,.020819491,,1,.00043345121,0,.28999999,.060165975,.26883423,1.2,1.4400001,1.4400001,.6292358,.05013831,.24166664,16,.0625,16,25,.039999999,4,35,.0020055324,1.4538637,.041538965,.025169432,13.568561,.38767317,.002406639,6.2011752,.17717643,.0096666655,5.7900596,.16543028,2-PE,5-ShortRunPE
"Babcock,_Bruce_A..Ethanol_without_Subsidies:_An_Oxymoron_or_the_New_Reality?_2013",5,6,2013,2013,1,0,1,0,Babcock,4515,6,88,0,0,0,1,1,0,1,0,1,84,0,0,0,0,0,0,0,11.03,13.73,2.7,.24478695,1.0599999,.19850187,5.3400002,,.13289036,.020819491,0,.020819491,,1,.00043345121,0,1.0599999,.19850187,.26883423,2.7,7.2900004,7.2900004,.8109169,.073519208,.39259258,16,.0625,17,25,.039999999,4,35,.0029407681,1.4538637,.041538965,.032436676,13.568561,.38767317,.0079400744,6.2011752,.17717643,.015703702,5.7900596,.16543028,2-PE,5-ShortRunPE
"Babcock,_Bruce_A..Ethanol_without_Subsidies:_An_Oxymoron_or_the_New_Reality?_2013",5,15,2013,2013,1,0,1,0,Babcock,4515,6,88,0,0,0,1,1,0,1,0,1,84,0,0,0,0,0,0,0,3.5799999,14.4,10.82,3.0223463,1.97,.53825134,3.6600001,,.13289036,.020819491,0,.020819491,,1,.00043345121,0,1.97,.53825134,.26883423,10.82,117.0724,117.0724,.17809056,.049745966,.18207026,16,.0625,18,25,.039999999,4,35,.0019898387,1.4538637,.041538965,.0071236221,13.568561,.38767317,.021530053,6.2011752,.17717643,.0072828098,5.7900596,.16543028,2-PE,5-ShortRunPE
"Babcock,_Bruce_A..Ethanol_without_Subsidies:_An_Oxymoron_or_the_New_Reality?_2013",5,1,2013,2013,1,0,1,0,Babcock,4515,6,88,0,0,0,1,1,0,1,0,1,84,0,0,0,0,0,0,0,9.6099997,12.26,2.6500001,.27575442,1.0599999,.19237749,5.5100002,,.13289036,.020819491,0,.020819491,,1,.00043345121,0,1.0599999,.19237749,.26883423,2.6500001,7.0225005,7.0225005,.69764066,.072595276,.39999998,16,.0625,19,25,.039999999,4,35,.0029038109,1.4538637,.041538965,.027905626,13.568561,.38767317,.0076950993,6.2011752,.17717643,.015999999,5.7900596,.16543028,2-PE,5-ShortRunPE
"Babcock,_Bruce_A..Distributional_implications_of_US_ethanol_policy_2008",208,4,2008,2007,1,0,1,0,Babcock,4618,9,79,1,0,0,1,1,0,1,0,0,84,0,1,1,0,1,0,0,14.6,15,.40000001,.02739726,.039999999,.011049724,3.6199999,,.17323516,.019055868,.00021654397,.018839324,87.999992,1,.00035492014,0,.039999999,.011049724,.082934886,.40000001,.16000001,.16000001,.40331495,.027624311,.099999994,6,.16666667,20,25,.039999999,4,35,.0011049724,1.4538637,.041538965,.016132597,13.568561,.38767317,.00044198896,6.2011752,.17717643,.0039999997,5.7900596,.16543028,2-PE,6-PE_other
"Babcock,_Bruce_A..Ethanol_without_Subsidies:_An_Oxymoron_or_the_New_Reality?_2013",5,14,2013,2013,1,0,1,0,Babcock,4515,6,88,0,0,0,1,1,0,1,0,1,84,0,0,0,0,0,0,0,2.1199999,12.58,10.46,4.9339623,1.95,.51587301,3.78,,.13289036,.020819491,0,.020819491,,1,.00043345121,0,1.95,.51587301,.26883423,10.46,109.4116,109.4116,.10455552,.049318645,.18642448,16,.0625,21,25,.039999999,4,35,.0019727459,1.4538637,.041538965,.0041822209,13.568561,.38767317,.020634919,6.2011752,.17717643,.0074569788,5.7900596,.16543028,2-PE,5-ShortRunPE
"Babcock,_Bruce_A..Ethanol_without_Subsidies:_An_Oxymoron_or_the_New_Reality?_2013",5,13,2013,2013,1,0,1,0,Babcock,4515,6,88,0,0,0,1,1,0,1,0,1,84,0,0,0,0,0,0,0,.81999999,10.75,9.9300003,12.109756,1.91,.4872449,3.9200001,,.13289036,.020819491,0,.020819491,,1,.00043345121,0,1.91,.4872449,.26883423,9.9300003,98.604904,98.604904,.040235732,.049067963,.19234641,16,.0625,22,25,.039999999,4,35,.0019627186,1.4538637,.041538965,.0016094293,13.568561,.38767317,.019489795,6.2011752,.17717643,.007693856,5.7900596,.16543028,2-PE,5-ShortRunPE
"Babcock,_Bruce_A..Updated_assessment_of_the_drought’s_impacts_on_crop_prices_and_biofuel_production_2012",41,2,2012,2012,0,0,1,0,Babcock,2224,1,54,0,0,0,1,1,0,1,0,0,,0,0,0,1,0,0,0,11.5,12,.5,.043478262,.57999998,.080110498,7.2399998,,.04496403,.024730217,0,.024730217,,1,.00061158364,0,.57999998,.080110498,.20677775,.5,.25,.25,1.8425415,.160221,1.16,3,.33333334,23,25,.039999999,4,35,.0064088395,1.4538637,.041538965,.073701657,13.568561,.38767317,.0032044197,6.2011752,.17717643,.046399999,5.7900596,.16543028,2-PE,5-ShortRunPE
"Babcock,_Bruce_A..Distributional_implications_of_US_ethanol_policy_2008",208,2,2008,2007,1,0,1,0,Babcock,4618,9,79,1,0,0,1,1,0,1,0,0,105,0,1,0,0,1,0,0,25.799999,12.8,-13,-.50387597,-.97000003,-.2174888,4.46,,.17323516,.019055868,.00021654397,.018839324,87.999992,1,.00035492014,1,.97000003,.2174888,.082934886,13,169,169,.43163159,.016729908,.074615389,6,.16666667,24,25,.039999999,4,35,.00066919631,1.4538637,.041538965,.017265264,13.568561,.38767317,.0086995512,6.2011752,.17717643,.0029846155,5.7900596,.16543028,2-PE,6-PE_other
"Babcock,_Bruce_A..Ethanol_without_Subsidies:_An_Oxymoron_or_the_New_Reality?_2013",5,5,2013,2013,1,0,1,0,Babcock,4515,6,88,0,0,0,1,1,0,1,0,1,84,0,0,0,0,0,0,0,9.6099997,13.18,3.5699999,.37148803,1.71,.31034482,5.5100002,,.13289036,.020819491,0,.020819491,,1,.00043345121,0,1.71,.31034482,.26883423,3.5699999,12.7449,12.7449,.83541,.086931325,.47899163,16,.0625,25,25,.039999999,4,35,.003477253,1.4538637,.041538965,.033416398,13.568561,.38767317,.012413792,6.2011752,.17717643,.019159665,5.7900596,.16543028,2-PE,5-ShortRunPE
"Babcock,_Bruce_A.;_Zhou,_Wei.Impact_on_Corn_Prices_from_Reduced_Biofuel_Mandates_2013",44,1,2013,2014,0,0,1,0,Babcock_and_Zhou,4819,1,115,2,0,0,1,1,0,0,0,0,,0,1,1,0,0,1,0,13.71,13.48,-.23,-.016776076,-.19,-.04185022,4.54,,-.020751193,.024071384,.00041502385,.023656361,58,1,.00055962341,1,.19,.04185022,.045686256,.23,.052900001,.052900001,2.494637,.18195748,.82608694,9,.11111111,1,9,.11111111,5,35,.020217499,1.4538637,.041538965,.27718189,13.568561,.38767317,.0046500247,6.2011752,.17717643,.091787435,5.7900596,.16543028,2-PE,6-PE_other
"Babcock,_Bruce_A.;_Zhou,_Wei.Impact_on_Corn_Prices_from_Reduced_Biofuel_Mandates_2013",44,4,2013,2017,0,0,1,0,Babcock_and_Zhou,4819,1,115,2,0,0,1,1,0,0,0,0,,0,1,1,0,0,1,0,14.84,13.2,-1.64,-.11051213,-.27000001,-.057569295,4.6900001,,-.020751193,.024071384,.00041502385,.023656361,58,1,.00055962341,1,.27000001,.057569295,.045686256,1.64,2.6896,2.6896,.5209319,.035103228,.16463415,9,.11111111,2,9,.11111111,5,35,.0039003587,1.4538637,.041538965,.057881322,13.568561,.38767317,.0063965884,6.2011752,.17717643,.018292684,5.7900596,.16543028,2-PE,6-PE_other
"Babcock,_Bruce_A.;_Zhou,_Wei.Impact_on_Corn_Prices_from_Reduced_Biofuel_Mandates_2013",44,7,2013,2020,0,0,1,0,Babcock_and_Zhou,4819,1,115,2,0,0,1,1,0,0,0,0,,0,1,1,0,0,1,0,14.85,13.15,-1.7,-.11447811,-.27000001,-.055785123,4.8400002,,-.020751193,.024071384,.00041502385,.023656361,58,1,.00055962341,1,.27000001,.055785123,.045686256,1.7,2.8900001,2.8900001,.48729947,.032814778,.15882353,9,.11111111,3,9,.11111111,5,35,.0036460864,1.4538637,.041538965,.054144386,13.568561,.38767317,.0061983471,6.2011752,.17717643,.01764706,5.7900596,.16543028,2-PE,6-PE_other
"Babcock,_Bruce_A.;_Zhou,_Wei.Impact_on_Corn_Prices_from_Reduced_Biofuel_Mandates_2013",44,6,2013,2019,0,0,1,0,Babcock_and_Zhou,4819,1,115,2,0,0,1,1,0,0,0,0,,0,1,1,0,0,1,0,14.85,13.16,-1.6900001,-.11380471,-.25999999,-.054054055,4.8099999,,-.020751193,.024071384,.00041502385,.023656361,58,1,.00055962341,1,.25999999,.054054055,.045686256,1.6900001,2.8561001,2.8561001,.47497204,.031984646,.15384614,9,.11111111,4,9,.11111111,5,35,.0035538496,1.4538637,.041538965,.052774671,13.568561,.38767317,.0060060062,6.2011752,.17717643,.017094016,5.7900596,.16543028,2-PE,6-PE_other
"Babcock,_Bruce_A.;_Zhou,_Wei.Impact_on_Corn_Prices_from_Reduced_Biofuel_Mandates_2013",44,2,2013,2015,0,0,1,0,Babcock_and_Zhou,4819,1,115,2,0,0,1,1,0,0,0,0,,0,1,1,0,0,1,0,14.86,13.22,-1.64,-.11036339,-.23999999,-.051612902,4.6500001,,-.020751193,.024071384,.00041502385,.023656361,58,1,.00055962341,1,.23999999,.051612902,.045686256,1.64,2.6896,2.6896,.46766323,.031471282,.14634146,9,.11111111,5,9,.11111111,5,35,.0034968092,1.4538637,.041538965,.051962581,13.568561,.38767317,.0057347668,6.2011752,.17717643,.016260162,5.7900596,.16543028,2-PE,6-PE_other
"Babcock,_Bruce_A.;_Zhou,_Wei.Impact_on_Corn_Prices_from_Reduced_Biofuel_Mandates_2013",44,8,2013,2015,0,0,1,0,Babcock_and_Zhou,4819,1,115,2,0,0,1,1,0,0,0,0,,0,1,1,0,0,0,1,14.86,14.86,0,0,-.0099999998,-.0021505379,4.6500001,,-.020751193,.024071384,.00041502385,.023656361,58,1,.00055962341,0,-.0099999998,-.0021505379,.045686256,0,0,0,,,,9,.11111111,6,9,.11111111,5,35,,1.4538637,.041538965,,13.568561,.38767317,-.00023894866,6.2011752,.17717643,,5.7900596,.16543028,2-PE,6-PE_other
"Babcock,_Bruce_A.;_Zhou,_Wei.Impact_on_Corn_Prices_from_Reduced_Biofuel_Mandates_2013",44,9,2013,2013,0,0,1,0,Babcock_and_Zhou,4819,1,115,2,0,0,1,1,0,0,0,0,,0,1,1,0,0,0,1,13.48,13.71,.23,.017062316,.19,.043678161,4.3499999,,-.020751193,.024071384,.00041502385,.023656361,58,1,.00055962341,0,.19,.043678161,.045686256,.23,.052900001,.052900001,2.5599198,.18990505,.82608694,9,.11111111,7,9,.11111111,5,35,.02110056,1.4538637,.041538965,.28443554,13.568561,.38767317,.0048531289,6.2011752,.17717643,.091787435,5.7900596,.16543028,2-PE,6-PE_other
"Babcock,_Bruce_A.;_Zhou,_Wei.Impact_on_Corn_Prices_from_Reduced_Biofuel_Mandates_2013",44,3,2013,2016,0,0,1,0,Babcock_and_Zhou,4819,1,115,2,0,0,1,1,0,0,0,0,,0,1,1,0,0,1,0,14.86,13.21,-1.65,-.11103634,-.25999999,-.056034483,4.6399999,,-.020751193,.024071384,.00041502385,.023656361,58,1,.00055962341,1,.25999999,.056034483,.045686256,1.65,2.7224998,2.7224998,.50464994,.033960294,.15757576,9,.11111111,8,9,.11111111,5,35,.0037733661,1.4538637,.041538965,.056072216,13.568561,.38767317,.0062260539,6.2011752,.17717643,.017508417,5.7900596,.16543028,2-PE,6-PE_other
"Babcock,_Bruce_A.;_Zhou,_Wei.Impact_on_Corn_Prices_from_Reduced_Biofuel_Mandates_2013",44,5,2013,2018,0,0,1,0,Babcock_and_Zhou,4819,1,115,2,0,0,1,1,0,0,0,0,,0,1,1,0,0,1,0,14.86,13.19,-1.67,-.11238223,-.25,-.052742615,4.7399998,,-.020751193,.024071384,.00041502385,.023656361,58,1,.00055962341,1,.25,.052742615,.045686256,1.67,2.7888999,2.7888999,.46931455,.031582404,.1497006,9,.11111111,9,9,.11111111,5,35,.0035091559,1.4538637,.041538965,.052146062,13.568561,.38767317,.0058602905,6.2011752,.17717643,.016633401,5.7900596,.16543028,2-PE,6-PE_other
"Babcock,_Bruce_A.;_Barr,_Kanlaya_Jintanakul;_Carriquiry,_Miguel_Alberto;_others.Costs_and_benefits_to_taxpayers,_consumers,_and_producers_from_US_ethanol_policies_2010",21,15,2010,2014,0,0,1,0,Babcock_et_al.,15642,4,285,0,0,0,1,1,0,1,0,0,,0,0,1,0,1,1,0,13.21,14.75,1.54,.11657835,.52999997,.16510904,3.21,,.025572177,.018475898,0,.018475898,,1,.0003413588,0,.52999997,.16510904,.16680786,1.54,2.3715999,2.3715999,1.4162924,.10721366,.34415585,15,.06666667,1,15,.06666667,6,35,.0071475776,1.4538637,.041538965,.094419502,13.568561,.38767317,.01100727,6.2011752,.17717643,.022943724,5.7900596,.16543028,2-PE,5-ShortRunPE
"Babcock,_Bruce_A.;_Barr,_Kanlaya_Jintanakul;_Carriquiry,_Miguel_Alberto;_others.Costs_and_benefits_to_taxpayers,_consumers,_and_producers_from_US_ethanol_policies_2010",21,6,2010,2014,0,0,1,0,Babcock_et_al.,15642,4,285,0,0,0,1,1,0,1,0,0,,0,0,1,0,1,1,0,13.46,14.9,1.4400001,.10698365,.5,.15197569,3.29,,.025572177,.018475898,0,.018475898,,1,.0003413588,0,.5,.15197569,.16680786,1.4400001,2.0736001,2.0736001,1.4205506,.10553867,.34722221,15,.06666667,2,15,.06666667,6,35,.007035912,1.4538637,.041538965,.094703376,13.568561,.38767317,.010131713,6.2011752,.17717643,.023148149,5.7900596,.16543028,2-PE,5-ShortRunPE
"Babcock,_Bruce_A.;_Barr,_Kanlaya_Jintanakul;_Carriquiry,_Miguel_Alberto;_others.Costs_and_benefits_to_taxpayers,_consumers,_and_producers_from_US_ethanol_policies_2010",21,3,2010,2011,0,0,1,0,Babcock_et_al.,15642,4,285,0,0,0,1,1,0,1,0,0,,0,0,1,0,0,1,0,11.08,12.83,1.75,.15794224,.57999998,.19463088,2.98,,.025572177,.018475898,0,.018475898,,1,.0003413588,0,.57999998,.19463088,.16680786,1.75,3.0625,3.0625,1.2322915,.11121764,.33142856,15,.06666667,3,15,.06666667,6,35,.0074145095,1.4538637,.041538965,.082152769,13.568561,.38767317,.012975393,6.2011752,.17717643,.022095239,5.7900596,.16543028,2-PE,5-ShortRunPE
"Babcock,_Bruce_A.;_Barr,_Kanlaya_Jintanakul;_Carriquiry,_Miguel_Alberto;_others.Costs_and_benefits_to_taxpayers,_consumers,_and_producers_from_US_ethanol_policies_2010",21,10,2010,2014,0,0,1,0,Babcock_et_al.,15642,4,285,0,0,0,1,1,0,1,0,0,,0,0,1,0,1,1,0,13.46,14.9,1.4400001,.10698365,.5,.15197569,3.29,,.025572177,.018475898,0,.018475898,,1,.0003413588,0,.5,.15197569,.16680786,1.4400001,2.0736001,2.0736001,1.4205506,.10553867,.34722221,15,.06666667,4,15,.06666667,6,35,.007035912,1.4538637,.041538965,.094703376,13.568561,.38767317,.010131713,6.2011752,.17717643,.023148149,5.7900596,.16543028,2-PE,5-ShortRunPE
"Babcock,_Bruce_A.;_Barr,_Kanlaya_Jintanakul;_Carriquiry,_Miguel_Alberto;_others.Costs_and_benefits_to_taxpayers,_consumers,_and_producers_from_US_ethanol_policies_2010",21,5,2010,2011,0,0,1,0,Babcock_et_al.,15642,4,285,0,0,0,1,1,0,1,0,0,,0,0,1,0,1,1,0,11.08,13.51,2.4300001,.21931408,.81,.27181208,2.98,,.025572177,.018475898,0,.018475898,,1,.0003413588,0,.81,.27181208,.16680786,2.4300001,5.9049006,5.9049006,1.2393736,.11185682,.33333331,15,.06666667,5,15,.06666667,6,35,.0074571217,1.4538637,.041538965,.082624912,13.568561,.38767317,.018120807,6.2011752,.17717643,.022222223,5.7900596,.16543028,2-PE,5-ShortRunPE
"Babcock,_Bruce_A.;_Barr,_Kanlaya_Jintanakul;_Carriquiry,_Miguel_Alberto;_others.Costs_and_benefits_to_taxpayers,_consumers,_and_producers_from_US_ethanol_policies_2010",21,1,2010,2011,0,0,1,0,Babcock_et_al.,15642,4,285,0,0,0,1,1,0,1,0,0,,0,0,1,0,1,1,0,11.08,13.51,2.4300001,.21931408,.81,.27181208,2.98,,.025572177,.018475898,0,.018475898,,1,.0003413588,0,.81,.27181208,.16680786,2.4300001,5.9049006,5.9049006,1.2393736,.11185682,.33333331,15,.06666667,6,15,.06666667,6,35,.0074571217,1.4538637,.041538965,.082624912,13.568561,.38767317,.018120807,6.2011752,.17717643,.022222223,5.7900596,.16543028,2-PE,5-ShortRunPE
"Babcock,_Bruce_A.;_Barr,_Kanlaya_Jintanakul;_Carriquiry,_Miguel_Alberto;_others.Costs_and_benefits_to_taxpayers,_consumers,_and_producers_from_US_ethanol_policies_2010",21,14,2010,2014,0,0,1,0,Babcock_et_al.,15642,4,285,0,0,0,1,1,0,1,0,0,,0,0,1,0,0,0,1,13.21,13.57,.36000001,.027252082,.12,.037383176,3.21,,.025572177,.018475898,0,.018475898,,1,.0003413588,0,.12,.037383176,.16680786,.36000001,.1296,.1296,1.3717549,.10384215,.33333331,15,.06666667,7,15,.06666667,6,35,.0069228108,1.4538637,.041538965,.091450334,13.568561,.38767317,.002492212,6.2011752,.17717643,.022222223,5.7900596,.16543028,2-PE,5-ShortRunPE
"Babcock,_Bruce_A.;_Barr,_Kanlaya_Jintanakul;_Carriquiry,_Miguel_Alberto;_others.Costs_and_benefits_to_taxpayers,_consumers,_and_producers_from_US_ethanol_policies_2010",21,4,2010,2011,0,0,1,0,Babcock_et_al.,15642,4,285,0,0,0,1,1,0,1,0,0,,0,0,1,0,0,0,1,11.08,12.8,1.72,.15523465,.56999999,.19127516,2.98,,.025572177,.018475898,0,.018475898,,1,.0003413588,0,.56999999,.19127516,.16680786,1.72,2.9584,2.9584,1.232168,.11120649,.33139533,15,.06666667,8,15,.06666667,6,35,.0074137663,1.4538637,.041538965,.082144536,13.568561,.38767317,.012751678,6.2011752,.17717643,.022093022,5.7900596,.16543028,2-PE,5-ShortRunPE
"Babcock,_Bruce_A.;_Barr,_Kanlaya_Jintanakul;_Carriquiry,_Miguel_Alberto;_others.Costs_and_benefits_to_taxpayers,_consumers,_and_producers_from_US_ethanol_policies_2010",21,11,2010,2014,0,0,1,0,Babcock_et_al.,15642,4,285,0,0,0,1,1,0,1,0,0,,0,0,1,0,1,1,0,13.21,14.77,1.5599999,.11809235,.54000002,.1682243,3.21,,.025572177,.018475898,0,.018475898,,1,.0003413588,0,.54000002,.1682243,.16680786,1.5599999,2.4335997,2.4335997,1.4245149,.1078361,.34615389,15,.06666667,9,15,.06666667,6,35,.0071890736,1.4538637,.041538965,.094967663,13.568561,.38767317,.011214954,6.2011752,.17717643,.023076927,5.7900596,.16543028,2-PE,5-ShortRunPE
"Babcock,_Bruce_A.;_Barr,_Kanlaya_Jintanakul;_Carriquiry,_Miguel_Alberto;_others.Costs_and_benefits_to_taxpayers,_consumers,_and_producers_from_US_ethanol_policies_2010",21,2,2010,2011,0,0,1,0,Babcock_et_al.,15642,4,285,0,0,0,1,1,0,1,0,0,,0,0,1,0,1,0,0,11.08,13.48,2.4000001,.2166065,.80000001,.26845637,2.98,,.025572177,.018475898,0,.018475898,,1,.0003413588,0,.80000001,.26845637,.16680786,2.4000001,5.7600002,5.7600002,1.2393736,.11185682,.33333331,15,.06666667,10,15,.06666667,6,35,.0074571217,1.4538637,.041538965,.082624912,13.568561,.38767317,.017897092,6.2011752,.17717643,.022222223,5.7900596,.16543028,2-PE,5-ShortRunPE
"Babcock,_Bruce_A.;_Barr,_Kanlaya_Jintanakul;_Carriquiry,_Miguel_Alberto;_others.Costs_and_benefits_to_taxpayers,_consumers,_and_producers_from_US_ethanol_policies_2010",21,13,2010,2014,0,0,1,0,Babcock_et_al.,15642,4,285,0,0,0,1,1,0,1,0,0,,0,0,1,0,0,1,0,13.21,14.34,1.13,.085541256,.38999999,.12149533,3.21,,.025572177,.018475898,0,.018475898,,1,.0003413588,0,.38999999,.12149533,.16680786,1.13,1.2768999,1.2768999,1.4203126,.10751799,.34513274,15,.06666667,11,15,.06666667,6,35,.007167866,1.4538637,.041538965,.094687514,13.568561,.38767317,.0080996891,6.2011752,.17717643,.023008851,5.7900596,.16543028,2-PE,5-ShortRunPE
"Babcock,_Bruce_A.;_Barr,_Kanlaya_Jintanakul;_Carriquiry,_Miguel_Alberto;_others.Costs_and_benefits_to_taxpayers,_consumers,_and_producers_from_US_ethanol_policies_2010",21,12,2010,2014,0,0,1,0,Babcock_et_al.,15642,4,285,0,0,0,1,1,0,1,0,0,,0,0,1,0,1,0,0,13.21,14.52,1.3099999,.099167295,.44999999,.14018692,3.21,,.025572177,.018475898,0,.018475898,,1,.0003413588,0,.44999999,.14018692,.16680786,1.3099999,1.7160999,1.7160999,1.4136406,.10701292,.34351146,15,.06666667,12,15,.06666667,6,35,.007134195,1.4538637,.041538965,.094242714,13.568561,.38767317,.009345795,6.2011752,.17717643,.022900766,5.7900596,.16543028,2-PE,5-ShortRunPE
"Babcock,_Bruce_A.;_Barr,_Kanlaya_Jintanakul;_Carriquiry,_Miguel_Alberto;_others.Costs_and_benefits_to_taxpayers,_consumers,_and_producers_from_US_ethanol_policies_2010",21,9,2010,2014,0,0,1,0,Babcock_et_al.,15642,4,285,0,0,0,1,1,0,1,0,0,,0,0,1,0,0,0,1,13.46,14.43,.97000003,.072065376,.34,.10334346,3.29,,.025572177,.018475898,0,.018475898,,1,.0003413588,0,.34,.10334346,.16680786,.97000003,.94090003,.94090003,1.4340239,.10653965,.35051546,15,.06666667,13,15,.06666667,6,35,.0071026436,1.4538637,.041538965,.095601596,13.568561,.38767317,.0068895645,6.2011752,.17717643,.023367697,5.7900596,.16543028,2-PE,5-ShortRunPE
"Babcock,_Bruce_A.;_Barr,_Kanlaya_Jintanakul;_Carriquiry,_Miguel_Alberto;_others.Costs_and_benefits_to_taxpayers,_consumers,_and_producers_from_US_ethanol_policies_2010",21,8,2010,2014,0,0,1,0,Babcock_et_al.,15642,4,285,0,0,0,1,1,0,1,0,0,,0,0,1,0,0,1,0,13.46,14.68,1.22,.090638928,.41999999,.12765957,3.29,,.025572177,.018475898,0,.018475898,,1,.0003413588,0,.41999999,.12765957,.16680786,1.22,1.4884001,1.4884001,1.4084409,.10463899,.34426227,15,.06666667,14,15,.06666667,6,35,.0069759334,1.4538637,.041538965,.093896069,13.568561,.38767317,.008510639,6.2011752,.17717643,.022950819,5.7900596,.16543028,2-PE,5-ShortRunPE
"Babcock,_Bruce_A.;_Barr,_Kanlaya_Jintanakul;_Carriquiry,_Miguel_Alberto;_others.Costs_and_benefits_to_taxpayers,_consumers,_and_producers_from_US_ethanol_policies_2010",21,7,2010,2014,0,0,1,0,Babcock_et_al.,15642,4,285,0,0,0,1,1,0,1,0,0,,0,0,1,0,1,0,0,13.46,14.77,1.3099999,.097325407,.44999999,.13677812,3.29,,.025572177,.018475898,0,.018475898,,1,.0003413588,0,.44999999,.13677812,.16680786,1.3099999,1.7160999,1.7160999,1.405369,.10441078,.34351146,15,.06666667,15,15,.06666667,6,35,.0069607194,1.4538637,.041538965,.093691275,13.568561,.38767317,.0091185411,6.2011752,.17717643,.022900766,5.7900596,.16543028,2-PE,5-ShortRunPE
"Bento,_Antonio;_Klotz,_Richard_.Climate_Policy_Decisions_Require_Policy-based_lifecylce_analysis_2014",59,3,2014,2015,1,1,0,1,Bento_and_Klotz,6502,8,30,44,44,0,,1,0,1,1,1,,1,1,1,0,0,0,1,6.8957586,15.044165,8.148406,1.1816547,2.0133097,.85409999,2.3572295,.18181819,-.55367577,.0058443556,.013534297,-.0076899417,.43181819,0,.000059135204,0,2.0133097,.85409999,.45185,8.148406,66.396523,66.396523,.72279996,.10481805,.24708019,4,.25,1,4,.25,7,35,.026204512,1.4538637,.041538965,.18069999,13.568561,.38767317,.213525,6.2011752,.17717643,.061770048,5.7900596,.16543028,1-GE,2-GE_other
